P100ID01,WST_2007,WST_2009
381802,2.222222222,2.888888889
382102,2.666666667,3
382702,3.666666667,3.222222222
383302,2.666666667,3.111111111
383402,3.111111111,4
383802,3.666666667,4
384202,2,2
384402,2.222222222,2.111111111
385302,3,3
385501,2.222222222,3
385601,2.111111111,2
385701,2,2.111111111
386102,2.444444444,3
386302,2.666666667,3.111111111
386402,3.111111111,3.333333333
386902,3.444444444,2.222222222
387702,3.222222222,2.666666667
387802,3.333333333,2.777777778
388002,3,3
389703,1.333333333,3
391102,2.444444444,3
392702,3,3
393302,2,2
394002,2.111111111,2.444444444
394502,3,2.111111111
394802,2.666666667,3
396003,2.666666667,3
396202,3.444444444,2.555555556
396502,2.111111111,3
398102,3,3
399402,2.666666667,2.888888889
399602,3,2.666666667
399902,3,2.444444444
400202,2.222222222,3
401501,2.444444444,3.555555556
402301,3,3.222222222
402502,3.444444444,2.777777778
402602,3,2.333333333
403001,2.333333333,3
403102,3.222222222,2.777777778
403202,2.888888889,2.333333333
403302,3,2.777777778
403402,3,2.444444444
403502,3,3
403602,2.222222222,3
403603,4,2.777777778
403702,3,2.222222222
404001,2.444444444,3
404102,3,3.222222222
404503,3,3
405602,2,2
406002,3,3
406102,3,3.222222222
406302,3,3
408102,1.555555556,3
409902,1.555555556,3
410202,2.666666667,4.666666667
410501,2.222222222,2
410802,3.111111111,3.888888889
410902,3,3
411002,3,2.555555556
411502,1.111111111,3
411601,1,2
411802,2,3
412701,3.111111111,3
413302,3,3
414702,1.888888889,3
415803,2,3.555555556
416802,2.111111111,2.666666667
417001,2.666666667,2.444444444
417102,3.666666667,2.444444444
417302,3,3
417602,1.555555556,1.555555556
418101,3.222222222,3.222222222
419003,2,2.555555556
419802,2.111111111,2.222222222
421302,3,2.444444444
421701,3,2.555555556
421801,3,2
423302,2.111111111,2.666666667
423601,4.444444444,3.111111111
423801,5,3.444444444
425002,2.222222222,3
425503,2.222222222,2.222222222
425902,3.888888889,3.444444444
426002,2.777777778,2.888888889
426502,4,2.222222222
427502,2.222222222,2
427901,5,3
428102,3.111111111,2
428402,2.666666667,3.222222222
428502,2.888888889,3.444444444
429502,2.888888889,3.444444444
429601,3.444444444,3.222222222
429602,2.444444444,3.111111111
431101,2.555555556,3.222222222
431302,2.444444444,2.666666667
431402,2.888888889,2.666666667
431502,3.222222222,2.555555556
432002,2,2.222222222
432005,3,2.888888889
432102,3.222222222,3.444444444
432602,2.111111111,2.888888889
433004,4.222222222,2.555555556
433402,3.444444444,2.222222222
433802,2.888888889,3
434201,3,2.888888889
434302,2,2.555555556
434403,2.222222222,3.111111111
434702,1.333333333,2.222222222
434705,2,1.888888889
434802,1,3.222222222
435201,3,2.888888889
435202,3,2
435702,2,3
436302,4,3.111111111
436402,2.222222222,1.888888889
436601,1.222222222,2.888888889
436804,3.111111111,3
437101,3.222222222,3.111111111
437202,2.444444444,2.111111111
438503,3.777777778,2.888888889
438602,2.888888889,3
439204,2.222222222,2
439802,3.222222222,3
440302,3.111111111,2.888888889
440502,3.222222222,3.222222222
441401,2.555555556,3
441802,3.333333333,2.666666667
442101,3.222222222,3.666666667
442201,3.111111111,2.222222222
442302,3.222222222,3
442803,3,2.888888889
443402,2.888888889,2.111111111
443702,3,2.444444444
444302,3.111111111,2
444602,2.555555556,3.555555556
444802,2.888888889,2.111111111
445102,2.777777778,2
445502,3.666666667,2.666666667
445702,3.777777778,3.111111111
447202,3.888888889,2.444444444
447402,3.111111111,2.444444444
447502,3.333333333,3.222222222
447602,2.777777778,2.111111111
448002,2.666666667,2.888888889
448502,2.555555556,2.333333333
448602,2.666666667,2.444444444
450201,3.444444444,3.111111111
450702,5,3.444444444
450902,4,3.333333333
451302,1.333333333,2.777777778
451402,2.444444444,3
451502,1.333333333,2.444444444
451602,2.666666667,2
451702,1.777777778,2.333333333
451902,2.222222222,2
452002,3.111111111,2.555555556
452801,2.555555556,2.666666667
453401,3.888888889,2.777777778
453602,3.222222222,2.444444444
453702,2.888888889,2.444444444
454702,2,2.777777778
454906,4.555555556,3.333333333
455002,2.666666667,3.111111111
455104,3.222222222,2.777777778
455201,3.444444444,2.222222222
456202,3,2.555555556
456302,4.222222222,2.555555556
456402,2.222222222,3.111111111
456801,2.888888889,3.777777778
457201,3.555555556,3.666666667
458301,2.333333333,2.666666667
458502,2.333333333,3
458904,2.777777778,2.666666667
459001,3.111111111,3.111111111
459301,3.888888889,3.222222222
459902,4,3.111111111
460202,2.555555556,3.111111111
460302,3.222222222,2.888888889
461102,3,2.666666667
462002,3,3.111111111
462102,3.111111111,3.222222222
462302,2.555555556,2.333333333
462801,2.333333333,1.777777778
463201,1.777777778,2.444444444
463601,3,2.222222222
463703,2.777777778,3
463902,3.333333333,3
464102,1.777777778,2.111111111
464202,3.333333333,3.111111111
464501,2.777777778,3.444444444
464702,3.777777778,2.444444444
465802,2.444444444,3.333333333
466202,5,2.222222222
466802,2,2.444444444
467502,1.555555556,2
468002,2.777777778,2
468402,2.111111111,2.222222222
469202,1.444444444,2
469802,3.111111111,3
471802,3.111111111,3.666666667
472702,2.888888889,2.444444444
472802,2.888888889,2
472902,2.222222222,3.333333333
473702,2,2.888888889
474502,2.222222222,2.111111111
475001,1.777777778,3.111111111
475101,3.555555556,2.222222222
475602,2.555555556,2.111111111
476101,3.222222222,2.888888889
476802,3.111111111,3
477402,2.888888889,3.333333333
477701,3.111111111,2
478202,2,2.777777778
478302,3,2.333333333
478502,3.111111111,3.111111111
478702,2.222222222,2
479002,2.222222222,3.333333333
479402,2.888888889,3.222222222
479902,2.111111111,3.111111111
480202,2,3.777777778
480601,2.222222222,3
482202,3.555555556,3.444444444
482502,3.333333333,3
482801,2.888888889,2
483802,1.222222222,2.222222222
484702,2,3.555555556
484902,1.444444444,2.333333333
485802,4.222222222,3.666666667
487102,2.888888889,2.111111111
487502,3.222222222,3.333333333
487601,2.888888889,3.333333333
488102,1.333333333,2.111111111
488502,5,3.444444444
489401,5,3.555555556
489502,3.777777778,3.111111111
489703,4.888888889,2.111111111
490002,5,2.888888889
490202,5,3
490302,3,3.111111111
490401,3.888888889,2.666666667
490602,2.777777778,2.777777778
491902,1.444444444,2.444444444
492002,2.111111111,2.111111111
493002,1.333333333,2.111111111
493301,2.333333333,2.777777778
493502,3,2.666666667
493702,2.111111111,2.333333333
493802,2.888888889,3
493902,3.111111111,2.333333333
494002,2.111111111,2.555555556
494003,3.888888889,2.111111111
494102,3.222222222,2.777777778
494302,2.333333333,2.333333333
494702,1.666666667,1.333333333
496102,2.666666667,2.888888889
497202,1.333333333,3
498102,3.666666667,3
498802,2,3
499102,2,2.666666667
499601,3,3.555555556
499702,3.111111111,2.444444444
500302,3.222222222,3
500501,2.555555556,2.444444444
500801,5,3
500903,5,2.555555556
501002,5,2.666666667
502202,4.666666667,3
502502,5,4.333333333
503701,3.444444444,2.444444444
504402,4.555555556,2.777777778
504702,1.888888889,2
504802,3,2.222222222
505402,5,4.222222222
505802,3.666666667,2
506202,4,2.111111111
506402,3.777777778,2.888888889
506603,2.888888889,3.444444444
506902,3.222222222,2.333333333
507102,3.333333333,3.333333333
507202,4.333333333,3.222222222
507302,2.888888889,2.888888889
507402,3.666666667,3.444444444
507602,3.555555556,3.666666667
507702,3.111111111,2
507902,2.888888889,3
508002,3,3
508102,2.777777778,3
508202,4,3.111111111
508302,3,3
508502,2.555555556,3
509101,2.333333333,3
509502,2,2.444444444
510002,3,2
510201,2.111111111,3
510602,3,3
510902,2.111111111,3
511002,3,1.444444444
511302,2,3
512802,2.222222222,2
512902,2.888888889,2.222222222
513002,3.444444444,2.555555556
513101,3.222222222,3.444444444
513202,3.111111111,2.777777778
513302,3.111111111,3
513402,2.111111111,3
513901,2,2.222222222
514002,2,2.888888889
514003,2,2.111111111
514102,5,3.333333333
514302,5,3
514402,4.666666667,3
514902,5,3.555555556
515202,4.666666667,3.666666667
515402,3,2.777777778
515502,2,3
515702,3.111111111,2.777777778
517301,2,3
517601,4.777777778,4
518102,4,4.666666667
518304,1,2.555555556
518602,1,2
518902,2,3
519402,1.555555556,2.222222222
519601,3.666666667,3.333333333
520901,3.666666667,2
521302,2.777777778,3
521602,2.222222222,3.555555556
521702,3,2.222222222
522001,3.333333333,2.777777778
522102,2,2
522201,2.666666667,2.777777778
522301,3.333333333,2.888888889
522402,3.222222222,2.444444444
522802,1.888888889,2
523002,2.444444444,3.444444444
523201,2.666666667,2
523301,2.777777778,1.666666667
524002,3,2
524402,3.333333333,3.111111111
524602,3,3
524701,3.333333333,3.222222222
524802,3.333333333,2.888888889
524902,4,3.333333333
525002,2.333333333,2.333333333
525402,2,2
525702,3.666666667,2.333333333
526001,2,3.333333333
526203,3,2.666666667
526204,2,2
526401,2,2.111111111
526902,3.222222222,3
527002,3.444444444,3.555555556
527202,3,2.888888889
527302,3.555555556,3.777777778
527402,3,2.444444444
527502,3.111111111,3
527801,2.888888889,3
527902,3,2.888888889
528002,3.777777778,2.888888889
528201,2.222222222,1.333333333
528401,2.555555556,2.666666667
528601,2.555555556,2
529102,3.111111111,3
529302,2,2
530802,2,2
531102,3.666666667,3.666666667
532402,2.777777778,1.888888889
532602,3,2.888888889
533001,2,2.888888889
533102,3.333333333,2.888888889
533702,3.444444444,2.555555556
534002,4.444444444,2.666666667
534102,2.555555556,3.333333333
534202,3,2.555555556
534302,2.333333333,3.111111111
535101,4,3.666666667
535502,2.888888889,2.888888889
535702,3.666666667,3
535902,3,3.222222222
535903,2.555555556,3.444444444
536002,2,2.666666667
536202,3,1.888888889
536402,3.222222222,1.888888889
536502,2.888888889,2.333333333
536602,3,2.888888889
536802,2.888888889,1.888888889
538201,2,3
538802,2.111111111,3
538902,2.444444444,2
539002,3.444444444,2
539102,2.777777778,3.111111111
539201,2.222222222,2
539402,2,3.444444444
539502,3.222222222,2.111111111
539702,3.555555556,2
539802,3.777777778,2.555555556
539902,3.222222222,3.111111111
540002,3.444444444,3
540402,3.555555556,3
540502,3.222222222,3
540902,4,3
541002,4,2.222222222
541102,4,2.111111111
541202,2.666666667,3.333333333
541302,3.111111111,3
541502,3.222222222,3
542302,3.777777778,3.111111111
542402,4.555555556,2.555555556
542602,3,2.555555556
542702,3.666666667,3.333333333
543901,1,2.111111111
544503,1.111111111,2
544704,2,2
545102,3.111111111,2.444444444
545302,2,2
545402,1.555555556,3
545702,3.666666667,3.555555556
545802,1.444444444,2.666666667
546002,3,2.666666667
546102,3,2.333333333
546302,2.777777778,2.888888889
546602,3,3
546702,5,3
546902,5,2.333333333
547202,5,3
547302,5,2.666666667
547602,4.777777778,3
547802,5,3
547902,5,3
548002,3,3
548102,4.666666667,2
548802,3.333333333,2.888888889
549002,3.111111111,2.666666667
549202,2.555555556,2.444444444
549402,3,2.666666667
549802,3.222222222,2.555555556
550202,3,2.777777778
550402,3.111111111,2
550602,3.666666667,2
550702,3,1.888888889
550802,2.888888889,2.333333333
551002,3,2
551102,2.777777778,2
551202,2.888888889,3.111111111
551302,2.555555556,2
551502,4,3.111111111
551702,2.888888889,3.444444444
551902,3,3
552002,2.888888889,2.666666667
552202,3,3.222222222
552502,2,2
553302,1.777777778,2
553501,3.333333333,3.444444444
553802,2.333333333,2.222222222
554102,3.333333333,3
554201,3,2.666666667
555001,3.111111111,2.666666667
555503,2,2.111111111
555802,2,1
555901,3.666666667,3.777777778
556002,3,3
556602,2.444444444,3.111111111
557501,2.777777778,2.555555556
557602,3.111111111,2.777777778
558702,3,3
558901,2,2
559302,2,2
560201,2.333333333,2.333333333
560301,3.333333333,3.222222222
561402,2.888888889,2.222222222
561801,1,1
562101,3.666666667,2.888888889
562202,3.888888889,4
562301,3.444444444,4.222222222
562602,3,3
562802,3,3
563001,3,3
563401,3,3
563702,3,3
563801,3,3
564002,3,3
564102,2.111111111,2
564504,2.111111111,3
564803,3,3
566601,2.444444444,2
566803,2.444444444,2.222222222
568102,4.111111111,3.666666667
568202,3.888888889,2.888888889
568302,3.777777778,3.222222222
568501,3,2.777777778
568802,3.555555556,2.666666667
569002,3.111111111,2.444444444
569102,3.777777778,2.666666667
569502,3.666666667,2
569702,3.777777778,1.888888889
570302,3,3.222222222
570403,2.444444444,2.111111111
571102,3.888888889,3
571302,2.333333333,3
571402,1.888888889,3
571902,3,3
572001,2.111111111,3
572202,3.222222222,3.111111111
572302,2.111111111,2.222222222
572401,2.777777778,2.444444444
572702,2.555555556,2
573901,2.333333333,3.222222222
574201,4,2
574301,4.777777778,3.333333333
574501,3.777777778,3
574802,3.777777778,1.555555556
575002,3.555555556,3.111111111
575102,3.444444444,3
575202,3.111111111,3
575502,3,3
575902,2.666666667,2.777777778
576002,3.888888889,2.444444444
576102,3.333333333,3.333333333
576301,2.666666667,3.666666667
576402,3.111111111,2.555555556
576502,3.444444444,3.111111111
576602,2.777777778,2.888888889
576702,1,2.333333333
576902,1.666666667,2.111111111
579002,3.555555556,3.222222222
579102,3.222222222,2.777777778
580003,3.888888889,2
580102,3,2.888888889
580802,3.777777778,4
581002,4.444444444,3
581202,3,3
581502,4,3.222222222
582002,3,2.333333333
582102,4.222222222,3.777777778
582202,4.777777778,3.555555556
582302,3,3
582502,4,3.555555556
582601,3.555555556,3
582802,3,3
582902,3,3.333333333
583002,4,4
583202,3.555555556,3
583802,2.555555556,3
583902,2.444444444,3
584102,3,3
584202,3.333333333,3.222222222
584802,4,3
585101,3.888888889,3.444444444
585202,3,3
585302,3.666666667,3
585402,4,3
585502,3.777777778,3
585602,4.333333333,3.444444444
585702,4,3.666666667
585902,4,4
586002,3,3
586102,4.111111111,3.444444444
586202,4,3.444444444
586302,3,4
586401,4,3
586501,3,4
586602,3,3
586802,3,3.444444444
587002,2.666666667,3.333333333
587202,2.333333333,2.111111111
587402,3,2.555555556
587404,2,2
587602,3.111111111,2.333333333
587704,2.333333333,2.222222222
588302,2.777777778,3
588402,3.111111111,3.111111111
588502,2.666666667,3.111111111
588602,3,2.888888889
588702,3,2.555555556
588802,2.444444444,2.777777778
588901,3,3.222222222
589002,2.555555556,3.111111111
589102,3,3.111111111
589202,3,2.444444444
589302,2.555555556,3
589402,2,2.111111111
589502,2,2
589602,2.111111111,2.111111111
589702,3,2.888888889
589802,3,2.888888889
589902,2.666666667,3
590002,3.333333333,2.555555556
590101,3,2.555555556
590202,3.111111111,3.111111111
590802,3,3.333333333
591002,3,3.111111111
591302,2.888888889,3.333333333
591303,3,3
591402,3.333333333,2.111111111
591502,3.888888889,3.333333333
591602,3.333333333,3.333333333
591702,4,3.222222222
592001,4,2.666666667
592002,4,2.777777778
592104,3.444444444,2.444444444
592301,4,3.555555556
592804,3.666666667,3
592902,4,4.111111111
593104,3,1.222222222
593202,3.222222222,3.888888889
593302,3.777777778,3.666666667
593402,3.666666667,3.555555556
593502,3.777777778,3.444444444
593602,3.777777778,3.888888889
593702,3.666666667,3.888888889
593802,3.444444444,3
593901,3.666666667,3.333333333
594001,4,2.666666667
594102,2.555555556,3.666666667
594202,4,3.222222222
594302,3.777777778,3.333333333
594402,3.777777778,3.888888889
594404,3.555555556,3.222222222
594502,3.888888889,3.888888889
594503,2.333333333,3.111111111
594701,3.444444444,3.777777778
594802,3.111111111,3.222222222
595002,3.222222222,3.333333333
596002,3,2.888888889
596102,2,2.555555556
596202,3.555555556,3.444444444
596402,3.666666667,3.222222222
596501,3.666666667,3.888888889
596602,2.666666667,3.222222222
596702,3.333333333,2.888888889
597402,2.777777778,3
597601,3.111111111,3
598902,3.666666667,2
599302,2.666666667,2.222222222
599902,3,2.555555556
600101,3.777777778,3.111111111
600302,3,3.222222222
600601,3,2.111111111
600802,3,3
601202,3,3.111111111
601602,1.777777778,2.555555556
603402,3.333333333,3.111111111
603602,3.333333333,1.777777778
603701,3.111111111,3.777777778
604002,1,1.888888889
604203,2.888888889,2.222222222
604502,4.222222222,4
605202,2.222222222,2.333333333
605203,3,2.555555556
605503,2.111111111,2.333333333
605602,3,3.333333333
605802,2.111111111,2.555555556
606002,2.111111111,2.666666667
606102,3,2.777777778
606302,3.333333333,3.444444444
606901,2.444444444,3.111111111
606902,2.666666667,2.555555556
607101,3.111111111,2.666666667
607702,3.555555556,2.333333333
607801,3.777777778,3.555555556
607901,3.111111111,3.111111111
608002,2.666666667,3
608102,3.444444444,2.333333333
608202,4.222222222,4
608401,3.333333333,3.666666667
608502,2.666666667,3
608702,2.333333333,2.888888889
608802,3.888888889,2.888888889
609001,3.111111111,2.444444444
609702,3.666666667,4
609802,3.222222222,3
609902,3,4
610002,3.555555556,4
610101,4,4
610202,2.888888889,3.333333333
610402,3.555555556,3
610502,3.222222222,3.444444444
610802,2.333333333,2.222222222
610902,2.888888889,2.555555556
611002,3.333333333,3.333333333
611102,2.666666667,3.333333333
611302,2.777777778,3.222222222
611602,2.555555556,2.777777778
611902,2.888888889,3.111111111
612002,4,3
612101,2.111111111,3.444444444
612402,2,2.555555556
612602,3.444444444,2.777777778
612802,3.777777778,2.777777778
612902,4.111111111,3.111111111
613002,4.222222222,3.444444444
613302,4,3.222222222
613402,3.666666667,3.555555556
613502,3,2.666666667
613702,2.888888889,3
613902,2,2.444444444
614002,3.888888889,3.888888889
614102,2.444444444,2.444444444
614202,3.666666667,3.333333333
614302,3.666666667,2.666666667
614702,3.111111111,2.666666667
615602,3.555555556,3.444444444
615802,3,1.333333333
616202,1.777777778,1.333333333
616702,3.111111111,2.444444444
617201,2.888888889,2.888888889
617601,2.666666667,2.888888889
617902,2,2
618902,2.333333333,2.666666667
619003,2.333333333,3
619103,3,3
619202,2.888888889,2.555555556
619301,2.111111111,2.666666667
620002,3.222222222,3
620302,3.888888889,3
621002,2.111111111,2
621102,1,2
621602,3,2.444444444
621802,3.222222222,2.666666667
622301,2.777777778,3.666666667
622602,3.333333333,3.111111111
622702,3,3.111111111
623002,3.333333333,2.888888889
623102,3,3.666666667
623302,3,3.333333333
623402,3.222222222,3.555555556
623902,1.888888889,3
624103,3.444444444,3.444444444
624302,2.777777778,3
624402,2.333333333,3
624502,2.222222222,3.222222222
624603,3,3.111111111
624902,2.222222222,2.666666667
625202,1.555555556,1.888888889
626401,1.666666667,3
626602,3.111111111,4
626702,3,4
626703,1.888888889,3
626802,3,3.888888889
626902,2.777777778,3
627002,3.777777778,4
627102,4.222222222,3
627202,4.222222222,4
627402,4,3
627502,3.333333333,3
627602,4.111111111,4
627702,2.555555556,3
627902,5,4
628002,5,3.888888889
628302,3,3
628402,3,3
628602,3.444444444,2.777777778
628702,5,3
628802,3,4
628902,3,3
629002,3.444444444,3.333333333
629102,3.222222222,2.777777778
629201,1,1
629302,3,3
629402,3.888888889,3
629601,3.333333333,3
629702,2.666666667,3.111111111
629902,3.111111111,3
629904,3.222222222,3
630202,3.777777778,3.777777778
630302,3.111111111,3
630401,3.555555556,2.666666667
630403,3.444444444,1.888888889
630602,3.888888889,3.333333333
630802,3.222222222,3.111111111
630902,3.111111111,2.777777778
631002,2.666666667,2.888888889
631102,1.444444444,1.111111111
631402,2.555555556,3.111111111
631502,1.777777778,2.111111111
632201,3.111111111,3
632602,3.111111111,3
632702,3,3.222222222
632802,3,3.222222222
632902,3.333333333,2.555555556
633001,2.666666667,2.777777778
633102,2.666666667,2.777777778
633304,3.111111111,2.777777778
633402,2.777777778,2.333333333
633502,2.555555556,2
633802,3.666666667,2.222222222
633902,2.777777778,2.777777778
634002,3.555555556,2.666666667
634102,2.555555556,2.666666667
634302,3.111111111,3.111111111
634402,3.888888889,3
634502,2.888888889,2.888888889
635001,3.777777778,3.555555556
635202,3.777777778,3.222222222
635302,3.555555556,3.444444444
635402,2.111111111,3.888888889
635502,3.666666667,2.777777778
635602,3,2.222222222
635702,2.888888889,2.666666667
635802,2.333333333,1.888888889
635902,3.333333333,2.333333333
636002,2.666666667,2.444444444
636102,3,3.333333333
636201,2.888888889,2.888888889
636302,3.333333333,4
636402,2,2.444444444
636502,3.555555556,3.111111111
636602,2.888888889,3.888888889
636802,3,3
636902,3.555555556,2.888888889
637002,2.111111111,2.222222222
637202,3.333333333,3.111111111
637301,2.777777778,2.666666667
637402,3.666666667,3
637502,4.111111111,3.222222222
637602,3.888888889,4.111111111
637702,2.444444444,3.666666667
637802,2.555555556,3.222222222
638002,3.222222222,3
638102,3.777777778,2.555555556
638201,2.111111111,3.666666667
638301,2.555555556,2.444444444
638602,2.222222222,2.444444444
638702,3.444444444,2.888888889
638802,3.555555556,1.888888889
638902,2.111111111,1.444444444
639202,2.333333333,2.666666667
639302,2.333333333,3.111111111
639402,3.666666667,2.888888889
639404,3.111111111,3.222222222
639602,2.333333333,2.333333333
639603,2.444444444,2.777777778
639802,2.555555556,2.888888889
639902,2.666666667,2.555555556
640102,3.555555556,3.777777778
640202,3.888888889,2.888888889
640302,2.666666667,3.222222222
640402,3.777777778,2.888888889
640502,3.777777778,3.222222222
640602,3.777777778,2.888888889
640802,3.777777778,4.111111111
641002,3.222222222,2.444444444
641202,2.777777778,3.222222222
641402,3.333333333,3.111111111
641502,2.666666667,2.555555556
641602,2.555555556,2.555555556
641702,2.333333333,2.444444444
641704,2.222222222,2.777777778
641802,3.222222222,2.777777778
641901,3.111111111,3
642002,2.555555556,3
642102,2.888888889,2
642402,1.888888889,2.222222222
642702,2.777777778,2.777777778
642802,3.555555556,3.111111111
642902,2.111111111,2.555555556
643002,3.777777778,3.444444444
643003,3.333333333,2.555555556
643402,2,2
643602,2.777777778,2.222222222
643802,2,1.888888889
644102,2.777777778,2.555555556
644202,3,3.444444444
644302,2.777777778,2.555555556
644502,3,3.333333333
645002,2.444444444,3.222222222
645202,2.888888889,2.333333333
645402,4,2.666666667
645602,3.444444444,1
645701,3.444444444,2
645802,2.888888889,2.888888889
645902,2.888888889,2.888888889
646002,2.555555556,2.777777778
646102,3.777777778,3
647202,2.777777778,3.666666667
647702,3,3.333333333
647901,3.222222222,4.555555556
648703,2.111111111,2
648902,3,3
649002,2.111111111,2.555555556
649102,4,3.111111111
649802,2.444444444,1.888888889
650401,4,3.666666667
650702,3.666666667,2.888888889
651001,4,3.777777778
651103,2.222222222,2.222222222
651501,4.333333333,3.777777778
651602,3.444444444,2.888888889
653402,3.444444444,3.666666667
654702,3.111111111,2.555555556
654902,2.333333333,3.777777778
655902,2.444444444,2.222222222
656402,2.111111111,2.777777778
656602,3.444444444,3.555555556
656802,3.444444444,4.111111111
657102,2.555555556,3.555555556
657501,4,3.333333333
657702,3.888888889,2.888888889
658203,2.222222222,3.333333333
659102,2.777777778,2.111111111
659702,2,2.444444444
660202,3.222222222,3
660402,4,3
660702,2.444444444,3
660802,2.555555556,3
661202,4,3
661302,4.111111111,3.333333333
661402,3.111111111,3.111111111
662002,3.111111111,3
662103,2.666666667,2
662302,2,2
663001,3.444444444,4
663201,3.222222222,2.888888889
664303,2.777777778,2.222222222
664602,3.777777778,4
664802,2.777777778,3
665502,2.111111111,3.111111111
665802,3.444444444,3
666101,3.333333333,3
666502,2.111111111,2.333333333
667402,3.666666667,3.222222222
667502,3.555555556,2.555555556
667602,4,3.111111111
667702,3.111111111,2.555555556
667802,3.333333333,2.888888889
668202,4,3.777777778
668602,3,3.222222222
669002,2,4.333333333
669902,2,2.222222222
671502,1.222222222,1.555555556
671602,3,2.444444444
672301,3.555555556,2.888888889
672402,3.111111111,3.333333333
672501,3,3
672602,3.555555556,3.222222222
672702,2.777777778,2.888888889
672802,3.666666667,2.555555556
673202,3.555555556,3.444444444
673701,2.555555556,2.777777778
673802,2.666666667,2
674202,1.222222222,2.111111111
674702,4.444444444,3.666666667
675202,3.777777778,3.666666667
675402,4.222222222,3.222222222
675502,3.888888889,3.666666667
675601,5,3.444444444
675701,5,2.888888889
675802,3.111111111,3
676102,2.666666667,2.444444444
676202,3,3.222222222
676302,2.888888889,3.111111111
676402,3,3.222222222
676502,3,3
676602,2.888888889,3.222222222
676702,3.111111111,3
676802,2.777777778,3
676902,2.888888889,3
677002,3.111111111,3
677102,3,3
677202,2.888888889,3.333333333
677302,3,3.222222222
677402,3.666666667,3
677502,3,3
677602,3.111111111,2.888888889
677702,3.555555556,3
677902,2.111111111,2.666666667
678102,3.666666667,3.111111111
678402,3.222222222,3.111111111
678602,3.777777778,3.111111111
678702,3.666666667,3.111111111
678802,4,4
678902,2.111111111,3.555555556
679102,3.777777778,3.111111111
679302,3.888888889,3.222222222
679402,3.666666667,3.111111111
679502,2,3.444444444
679702,2.777777778,3
679902,3.222222222,3.111111111
680002,2.777777778,2.777777778
680102,3.111111111,3.222222222
680302,3.111111111,3.111111111
680402,2.444444444,2.777777778
680502,3,3
680602,3,3.111111111
680902,2.222222222,3.444444444
681301,3.111111111,2.333333333
681402,1.888888889,2.222222222
681802,2.333333333,2.333333333
681902,2.888888889,2.333333333
682302,3.333333333,3.333333333
682401,2.777777778,2.333333333
682502,1.666666667,2.666666667
682602,3,3.777777778
682702,3.222222222,3
682802,3.333333333,3.333333333
